fund_name,category,fund_house,scheme_id,url,status,benchmark,aum_cr,expense_ratio,launch_date,rank_3y,rank_1y,star_rating,return_since_inception_new,return_1y,return_3y,return_5y,return_since_inception,consistency_score,category_rank,sharpe_ratio,alpha,beta,std_dev
Tata Large Cap Fund,Large Cap,Tata Mutual Fund,32210,https://www.etmoney.com/mutual-funds/tata-large-cap-fund/portfolio-details/32210,ACTIVE,NIFTY 100 TRI,2688,2.0,1998-03-23,11.0,10.0,3.0,18.2,-0.89,11.48,11.91,18.16,3.0,-1.0,,,,
UTI Large Cap Fund,Large Cap,UTI Mutual Fund,31802,https://www.etmoney.com/mutual-funds/uti-large-cap-fund/portfolio-details/31802,ACTIVE,BSE 100 TRI,12053,1.94,2005-08-01,25.0,31.0,2.0,12.35,-5.41,8.98,9.36,12.3,2.0,-1.0,,,,
Union Largecap Fund,Large Cap,Union Mutual Fund,34573,https://www.etmoney.com/mutual-funds/union-largecap-fund/portfolio-details/34573,ACTIVE,BSE 100 TRI,439,2.42,2017-04-20,23.0,17.0,2.0,9.41,-2.67,9.5,10.26,9.27,2.0,-1.0,,,,
WhiteOak Capital Large Cap Fund,Large Cap,Whiteoak Capital Mutual Fund,43155,https://www.etmoney.com/mutual-funds/whiteoak-capital-large-cap-fund/portfolio-details/43155,ACTIVE,BSE 100 TRI,1045,2.63,2022-11-10,6.0,14.0,4.0,11.04,-1.39,13.34,,10.79,5.0,-1.0,,,,
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Large Cap Index,Aditya Birla Sun Life Mutual Fund,41971,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-50-equal-weight-index-fund/portfolio-details/41971,ACTIVE,NIFTY 50 Equal Weight TRI,467,1.1,2021-05-19,,,,12.73,4.03,15.13,,,5.0,-1.0,,,,
Aditya Birla Sun Life Nifty 50 Index Fund,Large Cap Index,Aditya Birla Sun Life Mutual Fund,1292,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-50-index-fund/portfolio-details/1292,ACTIVE,Nifty 50 Total Return,1407,0.52,2002-09-10,,,,14.36,-4.03,9.56,9.94,,2.0,-1.0,,,,
Aditya Birla Sun Life Nifty Next 50 Index Fund,Large Cap Index,Aditya Birla Sun Life Mutual Fund,42525,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-next-50-index-fund/portfolio-details/42525,ACTIVE,NIFTY Next 50 TRI,239,0.89,2022-01-31,,,,13.38,3.77,18.86,,,4.0,-1.0,0.7273,5.3283,1.3018,20.339
Axis BSE Sensex Index Fund,Large Cap Index,Axis Mutual Fund,44513,https://www.etmoney.com/mutual-funds/axis-bse-sensex-index-fund/portfolio-details/44513,ACTIVE,BSE Sensex TRI,52,0.71,2024-02-08,,,,2.16,-7.13,,,,0.0,-1.0,,,,
Axis Nifty 100 Index Fund,Large Cap Index,Axis Mutual Fund,40769,https://www.etmoney.com/mutual-funds/axis-nifty-100-index-fund/portfolio-details/40769,ACTIVE,NIFTY 100 TRI,1975,0.93,2019-09-27,,,,11.89,-3.06,10.71,9.95,,3.0,-1.0,,,,
Axis Nifty 50 Index Fund,Large Cap Index,Axis Mutual Fund,42323,https://www.etmoney.com/mutual-funds/axis-nifty-50-index-fund/portfolio-details/42323,ACTIVE,Nifty 50 Total Return,972,0.52,2021-11-15,,,,7.72,-4.0,9.6,,,2.0,-1.0,,,,
Axis Nifty Next 50 Index Fund,Large Cap Index,Axis Mutual Fund,42409,https://www.etmoney.com/mutual-funds/axis-nifty-next-50-index-fund/portfolio-details/42409,ACTIVE,NIFTY Next 50 TRI,475,1.04,2022-01-07,,,,12.05,3.58,18.89,,,4.0,-1.0,,,,
Bajaj Finserv Nifty 50 Index Fund,Large Cap Index,Bajaj Finserv Mutual Fund,45481,https://www.etmoney.com/mutual-funds/bajaj-finserv-nifty-50-index-fund/portfolio-details/45481,ACTIVE,Nifty 50 Total Return,38,1.06,2025-04-25,,,,-5.25,-4.77,,,,0.0,-1.0,,,,
Bajaj Finserv Nifty Next 50 Index Fund,Large Cap Index,Bajaj Finserv Mutual Fund,45461,https://www.etmoney.com/mutual-funds/bajaj-finserv-nifty-next-50-index-fund/portfolio-details/45461,ACTIVE,NIFTY Next 50 TRI,29,1.06,2025-04-22,,,,5.02,2.89,,,,0.0,-1.0,,,,
Bandhan Nifty 100 Index Fund,Large Cap Index,Bandhan Mutual Fund,42529,https://www.etmoney.com/mutual-funds/bandhan-nifty-100-index-fund/portfolio-details/42529,ACTIVE,NIFTY 100 TRI,234,0.62,2022-02-07,,,,8.96,-2.78,11.0,,,3.0,-1.0,,,,
Bandhan Nifty 50 Index Fund,Large Cap Index,Bandhan Mutual Fund,10787,https://www.etmoney.com/mutual-funds/bandhan-nifty-50-index-fund/portfolio-details/10787,ACTIVE,Nifty 50 Total Return,2652,0.63,2010-04-12,,,,10.75,-4.2,9.37,9.87,,2.0,-1.0,0.3607,-1.9172,0.9462,13.757
Bandhan Nifty Alpha Low Volatility 30 Index Fund,Large Cap Index,Bandhan Mutual Fund,45213,https://www.etmoney.com/mutual-funds/bandhan-nifty-alpha-low-volatility-30-index-fund/portfolio-details/45213,ACTIVE,Nifty Alpha Low Volatility 30,9,1.03,2025-01-08,,,,-1.39,-3.99,,,,0.0,-1.0,,,,
Bandhan Nifty Next 50 Index Fund,Large Cap Index,Bandhan Mutual Fund,45338,https://www.etmoney.com/mutual-funds/bandhan-nifty-next-50-index-fund/portfolio-details/45338,ACTIVE,NIFTY Next 50 TRI,30,1.34,2025-02-13,,,,16.14,3.55,,,,0.0,-1.0,,,,
Bandhan Nifty100 Low Volatility 30 Index Fund,Large Cap Index,Bandhan Mutual Fund,42986,https://www.etmoney.com/mutual-funds/bandhan-nifty100-low-volatility-30-index-fund/portfolio-details/42986,ACTIVE,NIFTY 100 Low Volatility 30 TRI,1684,0.95,2022-09-15,,,,11.79,-0.8,12.27,,,3.0,-1.0,,,,
Baroda BNP Paribas NIFTY 50 Index Fund,Large Cap Index,Baroda BNP Paribas Mutual Fund,44350,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-nifty-50-index-fund/portfolio-details/44350,ACTIVE,Nifty 50 Total Return,57,0.56,2024-01-08,,,,4.64,-4.25,,,,0.0,-1.0,,,,
DSP BSE Sensex Next 30 Index Fund,Large Cap Index,DSP Mutual Fund,45225,https://www.etmoney.com/mutual-funds/dsp-bse-sensex-next-30-index-fund/portfolio-details/45225,ACTIVE,BSE Sensex Next 30 TRI,21,1.02,2025-01-10,,,,13.27,10.45,,,,0.0,0.0,0.0,0.0,0.0,0.0
DSP Nifty 50 Equal Weight Index Fund,Large Cap Index,DSP Mutual Fund,35180,https://www.etmoney.com/mutual-funds/dsp-nifty-50-equal-weight-index-fund/portfolio-details/35180,ACTIVE,NIFTY 50 Equal Weight TRI,2523,0.95,2017-09-29,,,,11.67,4.15,15.27,13.85,,5.0,-1.0,0.6837,2.856,0.9898,14.7015
DSP Nifty 50 Index Fund,Large Cap Index,DSP Mutual Fund,39611,https://www.etmoney.com/mutual-funds/dsp-nifty-50-index-fund/portfolio-details/39611,ACTIVE,Nifty 50 Total Return,1085,0.38,2019-02-11,,,,12.11,-3.91,9.67,10.11,,2.0,-1.0,,,,
DSP Nifty Next 50 Index Fund,Large Cap Index,DSP Mutual Fund,39641,https://www.etmoney.com/mutual-funds/dsp-nifty-next-50-index-fund/portfolio-details/39641,ACTIVE,NIFTY Next 50 TRI,1261,0.98,2019-02-11,,,,14.57,3.96,19.31,13.53,,4.0,-1.0,0.7467,5.7221,1.3032,20.35
DSP Nifty Top 10 Equal Weight Index Fund,Large Cap Index,DSP Mutual Fund,44852,https://www.etmoney.com/mutual-funds/dsp-nifty-top-10-equal-weight-index-fund/portfolio-details/44852,ACTIVE,Nifty Top 10 Equal Weight TRI,1224,1.04,2024-08-16,,,,-6.54,-11.7,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Edelweiss Nifty 100 Quality 30 Index Fund,Large Cap Index,Edelweiss Mutual Fund,32926,https://www.etmoney.com/mutual-funds/edelweiss-nifty-100-quality-30-index-fund/portfolio-details/32926,ACTIVE,NIFTY 100 Quality 30 TRI,148,1.04,2016-05-12,,,,-4.02,-0.7,10.97,-17.55,,3.0,-1.0,0.4647,0.0022,0.9806,15.3475
Edelweiss Nifty 50 Index Fund,Large Cap Index,Edelweiss Mutual Fund,29701,https://www.etmoney.com/mutual-funds/edelweiss-nifty-50-index-fund/portfolio-details/29701,ACTIVE,Nifty 50 Total Return,286,0.46,2015-04-24,,,,-15.14,-4.06,9.36,-39.42,,2.0,-1.0,,,,
Edelweiss Nifty Alpha Low Volatility 30 Index Fund,Large Cap Index,Edelweiss Mutual Fund,44668,https://www.etmoney.com/mutual-funds/edelweiss-nifty-alpha-low-volatility-30-index-fund/portfolio-details/44668,ACTIVE,Nifty Alpha Low Volatility 30,97,1.05,2024-04-26,,,,-2.86,-3.91,,,,0.0,-1.0,,,,
Edelweiss Nifty Next 50 Index Fund,Large Cap Index,Edelweiss Mutual Fund,43246,https://www.etmoney.com/mutual-funds/edelweiss-nifty-next-50-index-fund/portfolio-details/43246,ACTIVE,NIFTY Next 50 TRI,256,0.86,2022-11-10,,,,13.75,3.76,18.9,,,4.0,-1.0,,,,
Franklin India NSE Nifty 50 Index,Large Cap Index,Franklin Templeton Mutual Fund,32500,https://www.etmoney.com/mutual-funds/franklin-india-nse-nifty-50-index/portfolio-details/32500,ACTIVE,Nifty 50 Total Return,730,0.65,2000-06-26,,,,12.19,-4.09,9.41,9.82,,2.0,-1.0,,,,
HDFC BSE Sensex Index Fund,Large Cap Index,HDFC Mutual Fund,1219,https://www.etmoney.com/mutual-funds/hdfc-bse-sensex-index-fund/portfolio-details/1219,ACTIVE,BSE Sensex TRI,8512,0.36,2002-07-03,,,,13.77,-7.01,7.52,9.15,,1.0,-1.0,,,,
HDFC NIFTY 100 Equal Weight Index Fund,Large Cap Index,HDFC Mutual Fund,42547,https://www.etmoney.com/mutual-funds/hdfc-nifty-100-equal-weight-index-fund/portfolio-details/42547,ACTIVE,NIFTY 100 Equal Weight TRI,434,0.88,2022-02-11,,,,12.81,4.26,17.15,,,5.0,0.0,0.718,3.945,1.1434,17.072
HDFC NIFTY Next 50 Index Fund,Large Cap Index,HDFC Mutual Fund,42264,https://www.etmoney.com/mutual-funds/hdfc-nifty-next-50-index-fund/portfolio-details/42264,ACTIVE,NIFTY Next 50 TRI,2369,0.71,2021-10-22,,,,11.0,3.88,19.06,,,4.0,-1.0,,,,
HDFC NIFTY100 Low Volatility 30 Index Fund,Large Cap Index,HDFC Mutual Fund,44764,https://www.etmoney.com/mutual-funds/hdfc-nifty100-low-volatility-30-index-fund/portfolio-details/44764,ACTIVE,NIFTY 100 Low Volatility 30 TRI,241,0.9,2024-06-21,,,,0.08,-0.66,,,,0.0,-1.0,,,,
HDFC NIFTY50 Equal Weight Index Fund,Large Cap Index,HDFC Mutual Fund,42103,https://www.etmoney.com/mutual-funds/hdfc-nifty50-equal-weight-index-fund/portfolio-details/42103,ACTIVE,NIFTY 50 Equal Weight TRI,1730,0.97,2021-08-04,,,,12.94,4.19,15.33,,,5.0,0.0,0.6873,2.9083,0.9902,14.7048
HDFC Nifty 100 Index Fund,Large Cap Index,HDFC Mutual Fund,42545,https://www.etmoney.com/mutual-funds/hdfc-nifty-100-index-fund/portfolio-details/42545,ACTIVE,NIFTY 100 TRI,424,0.75,2022-02-11,,,,8.84,-2.93,10.83,,,3.0,-1.0,,,,
HDFC Nifty 50 Index Fund,Large Cap Index,HDFC Mutual Fund,1218,https://www.etmoney.com/mutual-funds/hdfc-nifty-50-index-fund/portfolio-details/1218,ACTIVE,Nifty 50 Total Return,23340,0.46,2002-07-03,,,,13.78,-3.95,9.67,10.09,,2.0,-1.0,0.3806,-1.642,0.9462,13.7566
HDFC Nifty Top 20 Equal Weight Index Fund,Large Cap Index,HDFC Mutual Fund,45393,https://www.etmoney.com/mutual-funds/hdfc-nifty-top-20-equal-weight-index-fund/portfolio-details/45393,ACTIVE,Nifty Top 20 Equal Weight TRI,84,0.84,2025-03-07,,,,-2.63,-6.72,,,,0.0,-1.0,,,,
HDFC Nifty100 Quality 30 Index Fund,Large Cap Index,HDFC Mutual Fund,45269,https://www.etmoney.com/mutual-funds/hdfc-nifty100-quality-30-index-fund/portfolio-details/45269,ACTIVE,NIFTY 100 Quality 30 TRI,152,0.84,2025-01-31,,,,4.44,-0.6,,,,0.0,-1.0,0.0,0.0,0.0,0.0
HSBC Nifty 50 Index Fund,Large Cap Index,HSBC Mutual Fund,41441,https://www.etmoney.com/mutual-funds/hsbc-nifty-50-index-fund/portfolio-details/41441,ACTIVE,Nifty 50 Total Return,373,0.62,2020-03-24,,,,17.25,-3.87,9.65,10.02,,2.0,-1.0,,,,
HSBC Nifty Next 50 Index Fund,Large Cap Index,HSBC Mutual Fund,41445,https://www.etmoney.com/mutual-funds/hsbc-nifty-next-50-index-fund/portfolio-details/41445,ACTIVE,NIFTY Next 50 TRI,148,0.71,2020-03-24,,,,19.09,3.53,18.84,13.04,,4.0,-1.0,,,,
ICICI Prudential BSE Sensex Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,35134,https://www.etmoney.com/mutual-funds/icici-prudential-bse-sensex-index-fund/portfolio-details/35134,ACTIVE,BSE Sensex TRI,1834,0.3,2017-09-14,,,,11.17,-6.92,7.63,9.21,,1.0,-1.0,,,,
ICICI Prudential Nifty 50 Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,1088,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-50-index-fund/portfolio-details/1088,ACTIVE,Nifty 50 Total Return,16563,0.41,2002-02-15,,,,14.02,-3.95,9.65,10.08,,2.0,-1.0,,,,
ICICI Prudential Nifty Next 50 Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,10863,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-next-50-index-fund/portfolio-details/10863,ACTIVE,NIFTY Next 50 TRI,8900,0.7,2010-06-10,,,,12.04,3.84,19.18,13.33,,4.0,-1.0,0.7408,5.607,1.3031,20.3567
ICICI Prudential Nifty Top 15 Equal Weight Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,45586,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-top-15-equal-weight-index-fund/portfolio-details/45586,ACTIVE,Nifty Top 15 Equal Weight TRI,26,0.91,2025-06-10,,,,-8.69,,,,,,,,,,
ICICI Prudential Nifty50 Equal Weight Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,42990,https://www.etmoney.com/mutual-funds/icici-prudential-nifty50-equal-weight-index-fund/portfolio-details/42990,ACTIVE,NIFTY 50 Equal Weight TRI,242,1.09,2022-09-14,,,,14.07,3.99,15.11,,,5.0,-1.0,,,,
ICICI Prudential Nifty50 Value 20 Index Fund,Large Cap Index,ICICI Prudential Mutual Fund,44433,https://www.etmoney.com/mutual-funds/icici-prudential-nifty50-value-20-index-fund/portfolio-details/44433,ACTIVE,NIFTY 50 Value 20 TRI,99,0.63,2024-01-15,,,,0.54,-6.1,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Kotak BSE Sensex Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,45261,https://www.etmoney.com/mutual-funds/kotak-bse-sensex-index-fund/portfolio-details/45261,ACTIVE,BSE Sensex TRI,20,0.54,2025-01-27,,,,0.21,-7.1,,,,0.0,-1.0,,,,
Kotak NIFTY 100 Low Volatility 30 Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,44709,https://www.etmoney.com/mutual-funds/kotak-nifty-100-low-volatility-30-index-fund/portfolio-details/44709,ACTIVE,NIFTY 100 Low Volatility 30 TRI,121,3.59,2024-05-22,,,,1.82,-0.81,,,,0.0,-1.0,,,,
Kotak Nifty 100 Equal Weight Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,45153,https://www.etmoney.com/mutual-funds/kotak-nifty-100-equal-weight-index-fund/portfolio-details/45153,ACTIVE,NIFTY 100 Equal Weight TRI,42,0.8,2024-12-02,,,,4.8,4.22,,,,0.0,0.0,0.0,0.0,0.0,0.0
Kotak Nifty 50 Equal Weight Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,45157,https://www.etmoney.com/mutual-funds/kotak-nifty-50-equal-weight-index-fund/portfolio-details/45157,ACTIVE,NIFTY 50 Equal Weight TRI,59,1.92,2024-12-02,,,,6.63,3.97,,,,0.0,-1.0,,,,
Kotak Nifty 50 Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,41983,https://www.etmoney.com/mutual-funds/kotak-nifty-50-index-fund/portfolio-details/41983,ACTIVE,Nifty 50 Total Return,1104,0.44,2021-05-31,,,,9.14,-3.96,9.45,,,2.0,-1.0,,,,
Kotak Nifty Next 50 Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,41793,https://www.etmoney.com/mutual-funds/kotak-nifty-next-50-index-fund/portfolio-details/41793,ACTIVE,NIFTY Next 50 TRI,1067,0.9,2021-02-17,,,,14.72,3.96,19.22,13.49,,4.0,-1.0,0.7442,5.6513,1.2984,20.279
Kotak Nifty Top 10 Equal Weight Index Fund,Large Cap Index,Kotak Mahindra Mutual Fund,45449,https://www.etmoney.com/mutual-funds/kotak-nifty-top-10-equal-weight-index-fund/portfolio-details/45449,ACTIVE,Nifty Top 10 Equal Weight TRI,39,1.0,2025-04-07,,,,-10.41,-11.76,,,,0.0,-1.0,0.0,0.0,0.0,0.0
LIC MF BSE Sensex Index Fund,Large Cap Index,LIC Mutual Fund,1326,https://www.etmoney.com/mutual-funds/lic-mf-bse-sensex-index-fund/portfolio-details/1326,ACTIVE,BSE Sensex TRI,91,1.05,2002-11-14,,,,12.37,-7.58,6.79,8.45,,1.0,-1.0,,,,
LIC MF Nifty 50 Index Fund,Large Cap Index,LIC Mutual Fund,1325,https://www.etmoney.com/mutual-funds/lic-mf-nifty-50-index-fund/portfolio-details/1325,ACTIVE,Nifty 50 Total Return,360,1.06,2002-11-14,,,,12.01,-4.6,8.9,9.37,,2.0,-1.0,,,,
LIC MF Nifty Next 50 Index Fund,Large Cap Index,LIC Mutual Fund,11114,https://www.etmoney.com/mutual-funds/lic-mf-nifty-next-50-index-fund/portfolio-details/11114,ACTIVE,NIFTY Next 50 TRI,103,1.05,2010-09-02,,,,11.0,3.88,18.95,13.22,,4.0,-1.0,0.7332,5.4268,1.2973,20.2638
Mirae Asset Nifty 50 Index Fund,Large Cap Index,Mirae Asset Mutual Fund,44977,https://www.etmoney.com/mutual-funds/mirae-asset-nifty-50-index-fund/portfolio-details/44977,ACTIVE,Nifty 50 Total Return,61,0.72,2024-10-10,,,,-1.28,-4.36,,,,0.0,-1.0,,,,
Motilal Oswal Nifty 50 Index Fund,Large Cap Index,Motilal Oswal Mutual Fund,40943,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-50-index-fund/portfolio-details/40943,ACTIVE,Nifty 50 Total Return,870,0.66,2019-12-03,,,,11.63,-4.08,9.5,9.9,,2.0,-1.0,,,,
Motilal Oswal Nifty Next 50 Index Fund,Large Cap Index,Motilal Oswal Mutual Fund,40941,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-next-50-index-fund/portfolio-details/40941,ACTIVE,NIFTY Next 50 TRI,451,1.06,2019-12-03,,,,14.59,3.59,18.91,13.07,,4.0,-1.0,,,,
Navi BSE Sensex Index Fund,Large Cap Index,Navi Mutual Fund,44129,https://www.etmoney.com/mutual-funds/navi-bse-sensex-index-fund/portfolio-details/44129,ACTIVE,BSE Sensex TRI,20,1.05,2023-08-21,,,,5.19,-7.39,,,,0.0,-1.0,,,,
Navi Nifty 50 Index Fund,Large Cap Index,Navi Mutual Fund,42041,https://www.etmoney.com/mutual-funds/navi-nifty-50-index-fund/portfolio-details/42041,ACTIVE,Nifty 50 Total Return,3920,0.32,2021-07-03,,,,9.3,-3.88,9.7,,,2.0,-1.0,,,,
Navi Nifty Next 50 Index Fund,Large Cap Index,Navi Mutual Fund,42401,https://www.etmoney.com/mutual-funds/navi-nifty-next-50-index-fund/portfolio-details/42401,ACTIVE,NIFTY Next 50 TRI,1193,1.07,2022-01-01,,,,11.66,3.48,18.97,,,4.0,-1.0,,,,
Nippon India BSE Sensex Next 30 Index Fund,Large Cap Index,Nippon India Mutual Fund,45545,https://www.etmoney.com/mutual-funds/nippon-india-bse-sensex-next-30-index-fund/portfolio-details/45545,ACTIVE,BSE Sensex Next 30 TRI,79,0.68,2025-05-21,,,,10.7,,,,,,,0.0,0.0,0.0,0.0
Nippon India Index Fund - Nifty 50 Plan,Large Cap Index,Nippon India Mutual Fund,11147,https://www.etmoney.com/mutual-funds/nippon-india-index-fund-nifty-50-plan/portfolio-details/11147,ACTIVE,Nifty 50 Total Return,3663,0.51,2010-09-09,,,,9.29,-4.0,9.52,9.78,,2.0,-1.0,,,,
Nippon India Index Fund BSE Sensex Plan,Large Cap Index,Nippon India Mutual Fund,11152,https://www.etmoney.com/mutual-funds/nippon-india-index-fund-bse-sensex-plan/portfolio-details/11152,ACTIVE,BSE Sensex TRI,916,0.51,2010-09-09,,,,8.97,-7.1,7.37,8.96,,1.0,-1.0,,,,
Nippon India Nifty 50 Value 20 Index Fund,Large Cap Index,Nippon India Mutual Fund,41757,https://www.etmoney.com/mutual-funds/nippon-india-nifty-50-value-20-index-fund/portfolio-details/41757,ACTIVE,NIFTY 50 Value 20 TRI,947,0.79,2021-02-04,,,,11.05,-6.25,9.32,10.61,,3.0,-1.0,0.3721,-2.478,0.8377,14.129
Nippon India Nifty Alpha Low Volatility 30 Index Fund,Large Cap Index,Nippon India Mutual Fund,42855,https://www.etmoney.com/mutual-funds/nippon-india-nifty-alpha-low-volatility-30-index-fund/portfolio-details/42855,ACTIVE,Nifty Alpha Low Volatility 30 TRI,1329,0.87,2022-08-01,,,,11.65,-3.81,12.88,,,3.0,-1.0,,,,
SBI BSE Sensex Index Fund,Large Cap Index,SBI Mutual Fund,43931,https://www.etmoney.com/mutual-funds/sbi-bse-sensex-index-fund/portfolio-details/43931,ACTIVE,BSE Sensex TRI,313,0.4,2023-05-18,,,,7.04,-7.13,,,,0.0,-1.0,,,,
SBI Nifty Index Fund,Large Cap Index,SBI Mutual Fund,1016,https://www.etmoney.com/mutual-funds/sbi-nifty-index-fund/portfolio-details/1016,ACTIVE,Nifty 50 Total Return,13368,0.44,2001-12-18,,,,13.47,-4.03,9.56,9.98,,2.0,-1.0,,,,
SBI Nifty Next 50 Index Fund,Large Cap Index,SBI Mutual Fund,41958,https://www.etmoney.com/mutual-funds/sbi-nifty-next-50-index-fund/portfolio-details/41958,ACTIVE,NIFTY Next 50 TRI,2029,0.71,2021-04-28,,,,13.32,3.89,19.21,,,4.0,-1.0,0.7418,5.6222,1.3027,20.3463
SBI Nifty100 Low Volatility 30 Index Fund,Large Cap Index,SBI Mutual Fund,45694,https://www.etmoney.com/mutual-funds/sbi-nifty100-low-volatility-30-index-fund/portfolio-details/45694,ACTIVE,Nifty 100 Low Volatility 30 Index,61,0.77,2025-07-08,,,,-2.2,,,,,,,,,,
SBI Nifty50 Equal Weight Index Fund,Large Cap Index,SBI Mutual Fund,44438,https://www.etmoney.com/mutual-funds/sbi-nifty50-equal-weight-index-fund/portfolio-details/44438,ACTIVE,NIFTY 50 Equal Weight TRI,1043,0.96,2024-01-16,,,,7.01,4.15,,,,0.0,-1.0,,,,
Sundaram Nifty 100 Equal Weight Fund,Large Cap Index,Sundaram Mutual Fund,32325,https://www.etmoney.com/mutual-funds/sundaram-nifty-100-equal-weight-fund/portfolio-details/32325,ACTIVE,NIFTY 100 Equal Weight TRI,138,1.06,1999-06-16,,,,11.21,4.28,16.89,13.01,,5.0,0.0,0.7148,3.8247,1.1177,16.7178
Tata BSE Sensex Index Fund,Large Cap Index,Tata Mutual Fund,1397,https://www.etmoney.com/mutual-funds/tata-bse-sensex-index-fund/portfolio-details/1397,ACTIVE,BSE Sensex TRI,385,0.6,2003-02-20,,,,14.27,-7.22,7.26,8.83,,1.0,-1.0,,,,
Tata Nifty Next 50 Index Fund,Large Cap Index,Tata Mutual Fund,45823,https://www.etmoney.com/mutual-funds/tata-nifty-next-50-index-fund/portfolio-details/45823,ACTIVE,NIFTY Next 50 TRI,117,1.08,2025-09-12,,,,0.73,,,,,,,,,,
UTI BSE Sensex Index Fund,Large Cap Index,UTI Mutual Fund,42492,https://www.etmoney.com/mutual-funds/uti-bse-sensex-index-fund/portfolio-details/42492,ACTIVE,BSE Sensex TRI,200,0.3,2022-01-19,,,,6.85,-6.91,7.6,,,1.0,-1.0,,,,
UTI NIFTY50 Equal Weight Index Fund,Large Cap Index,UTI Mutual Fund,43929,https://www.etmoney.com/mutual-funds/uti-nifty50-equal-weight-index-fund/portfolio-details/43929,ACTIVE,NIFTY 50 Equal Weight TRI,136,0.9,2023-05-22,,,,14.33,4.26,,,,0.0,0.0,0.0,0.0,0.0,0.0
UTI Nifty 50 Index Fund,Large Cap Index,UTI Mutual Fund,32438,https://www.etmoney.com/mutual-funds/uti-nifty-50-index-fund/portfolio-details/32438,ACTIVE,Nifty 50 Total Return,27849,0.38,2000-02-14,,,,11.52,-3.86,9.75,10.2,,2.0,-1.0,0.386,-1.5687,0.9464,13.7603
UTI Nifty Alpha Low-Volatility 30 Index Fund,Large Cap Index,UTI Mutual Fund,45085,https://www.etmoney.com/mutual-funds/uti-nifty-alpha-low-volatility-30-index-fund/portfolio-details/45085,ACTIVE,Nifty Alpha Low Volatility 30 TRI,75,1.02,2024-11-11,,,,-6.37,-3.69,,,,0.0,-1.0,,,,
UTI Nifty Next 50 Index Fund,Large Cap Index,UTI Mutual Fund,36974,https://www.etmoney.com/mutual-funds/uti-nifty-next-50-index-fund/portfolio-details/36974,ACTIVE,NIFTY Next 50 TRI,6561,0.84,2018-06-08,,,,12.09,3.88,19.24,13.36,,4.0,-1.0,0.7437,5.6597,1.3021,20.3393
Aditya Birla Sun Life Mid Cap Fund,Mid Cap,Aditya Birla Sun Life Mutual Fund,1286,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-mid-cap-fund/portfolio-details/1286,ACTIVE,NIFTY Midcap 150 TRI,6290,2.04,2002-09-10,18.0,19.0,3.0,,7.11,19.11,17.12,20.36,3.0,-1.0,0.7801,-0.9599,0.9748,18.8266
Axis Midcap Fund,Mid Cap,Axis Mutual Fund,11656,https://www.etmoney.com/mutual-funds/axis-midcap-fund/portfolio-details/11656,ACTIVE,BSE 150 MidCap TRI,32276,1.57,2011-01-31,24.0,20.0,2.0,,6.95,18.04,15.57,17.32,2.0,-1.0,0.8106,-0.2532,0.8506,16.5309
Bandhan Midcap Fund,Mid Cap,Bandhan Mutual Fund,42784,https://www.etmoney.com/mutual-funds/bandhan-midcap-fund/portfolio-details/42784,ACTIVE,BSE 150 MidCap Index,2109,2.18,2022-07-28,16.0,17.0,3.0,,7.7,19.49,,15.99,3.0,-1.0,0.7364,-2.2197,1.0201,19.2191
Bank of India Mid Cap Fund,Mid Cap,Bank Of India Mutual Fund,45717,https://www.etmoney.com/mutual-funds/bank-of-india-mid-cap-fund/portfolio-details/45717,ACTIVE,NIFTY Midcap 150 TRI,720,2.72,2025-07-31,,,,2.0,,,,0.3,,,0.0,0.0,0.0,0.0
Baroda BNP Paribas Midcap Fund,Mid Cap,Baroda BNP Paribas Mutual Fund,3066,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-midcap-fund/portfolio-details/3066,ACTIVE,NIFTY Midcap 150 TRI,2389,2.03,2006-03-13,13.0,6.0,3.0,,11.08,20.38,17.68,12.32,3.0,10.0,0.9256,1.0213,0.844,15.7397
